id,gender,education,income,work_status,investment_knowledge,financial_satisfaction_score,risk_tolerance,income_to_debt,difficult_to_pay_bills,know_retirement_amount,confidence_paying_unexpected_need,current_credit_record,worry_about_retirement,finances_makes_me_anxious,finances_makes_me_stressed,savings_account,comfort_asking_questions,employer_provided_retirement_account,self_retirement_account,other_investment_accounts,minimum_credit_card_payement_only,too_much_debt,good_at_daily_financial_matters,good_at_math,financial_knowledge,taken_financial_education,how_many_hours_of_financial_education,cat_gender,cat_employer_provided_retirement_account,cat_self_retirement_account,cat_other_investment_accounts,cat_market_participant,market_participant,cat_work_status,cat_current_credit_record,cat_ft_status
2018030322,2,4,4,1,1,4,0,0,0,0,1,3,4,4,3,2,0,1,0,1,0,4,0,0,1,0,0,Female,Yes,Unknown,Yes,Yes,1,Self-employed,About average,Other
2018030323,1,3,4,2,3,2,6,2,2,2,3,4,4,6,5,2,4,1,2,1,1,7,5,5,6,2,0,Male,Yes,No,Yes,Yes,1,Work full-time for an employer,Good,Full-Time
2018030324,2,3,1,4,1,5,0,1,2,0,4,3,4,4,4,2,4,2,2,0,0,4,4,4,5,0,0,Female,No,No,Unknown,No,0,Homemaker,About average,Other
2018030325,2,4,4,4,3,1,1,2,2,2,1,1,7,7,7,2,1,1,2,2,0,7,7,7,5,2,0,Female,Yes,No,No,Yes,1,Homemaker,Very bad,Other
2018030326,2,6,8,2,1,6,4,1,3,1,1,4,5,3,4,1,5,1,2,2,2,5,6,6,4,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,Good,Full-Time
2018030327,2,4,4,2,1,9,3,3,3,2,1,3,6,4,3,2,7,1,2,2,2,4,7,7,6,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,About average,Full-Time
2018030328,2,4,5,6,1,9,1,2,2,2,3,4,7,7,7,1,2,1,2,2,1,7,3,2,6,2,0,Female,Yes,No,No,Yes,1,"Permanently sick, disabled, or unable to work",Good,Other
2018030329,2,2,5,6,1,2,1,3,1,0,4,4,6,6,6,2,7,1,2,2,1,1,6,5,6,2,0,Female,Yes,No,No,Yes,1,"Permanently sick, disabled, or unable to work",Good,Other
2018030330,1,4,6,2,0,8,7,1,3,1,1,5,4,6,6,1,4,1,2,2,2,2,4,7,4,2,0,Male,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018030331,1,4,6,8,1,9,8,3,3,0,1,5,1,1,1,1,7,1,1,1,2,1,7,7,7,2,0,Male,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018030332,2,3,2,2,2,1,5,2,2,2,4,2,2,5,4,2,4,1,0,0,0,7,4,3,4,2,0,Female,Yes,Unknown,Unknown,Yes,1,Work full-time for an employer,Bad,Full-Time
2018030333,2,1,2,1,0,5,6,1,2,0,0,3,4,3,4,2,4,0,0,0,0,4,4,4,5,2,0,Female,Unknown,Unknown,Unknown,No,0,Self-employed,About average,Other
2018030334,1,4,4,8,3,7,7,1,3,0,1,2,7,7,4,1,6,2,2,2,0,4,7,7,6,2,0,Male,No,No,No,No,0,Retired,Bad,Other
2018030335,1,1,1,3,0,0,0,0,3,2,2,3,7,5,7,1,0,0,0,0,0,7,6,0,6,2,0,Male,Unknown,Unknown,Unknown,No,0,Work part-time for an employer,About average,Other
2018030336,2,2,2,8,3,3,1,3,1,0,4,3,6,7,7,2,3,2,2,2,0,7,6,7,6,2,0,Female,No,No,No,No,0,Retired,About average,Other
2018030337,1,2,2,6,1,3,1,1,2,2,4,1,1,1,4,2,4,2,2,2,1,1,4,3,2,2,0,Male,No,No,No,No,0,"Permanently sick, disabled, or unable to work",Very bad,Other
2018030338,1,3,4,2,2,6,4,2,1,2,3,4,7,7,7,2,4,2,2,2,1,7,4,7,4,2,0,Male,No,No,No,No,0,Work full-time for an employer,Good,Full-Time
2018030339,2,4,1,8,0,7,1,1,3,0,4,3,6,6,5,1,7,2,2,2,0,2,7,6,6,2,0,Female,No,No,No,No,0,Retired,About average,Other
2018030340,1,3,4,2,2,9,8,2,2,2,2,5,7,7,7,2,7,2,2,2,1,7,5,7,7,2,0,Male,No,No,No,No,0,Work full-time for an employer,Very good,Full-Time
2018030341,2,4,4,8,1,1,2,2,2,0,4,3,7,6,6,1,6,2,2,2,1,7,4,7,4,2,0,Female,No,No,No,No,0,Retired,About average,Other
2018030342,2,3,2,5,1,5,4,2,3,2,1,5,5,5,5,1,7,2,2,1,2,1,7,7,7,1,3,Female,No,No,Yes,Yes,1,Full-time student,Very good,Other
2018030343,2,2,1,4,3,4,1,3,2,2,4,3,3,3,3,2,7,2,2,2,0,2,6,6,4,2,0,Female,No,No,No,No,0,Homemaker,About average,Other
2018030344,2,2,5,2,1,5,5,3,2,1,3,1,7,5,6,2,6,2,2,2,2,6,4,6,6,2,0,Female,No,No,No,No,0,Work full-time for an employer,Very bad,Full-Time
2018030345,1,3,3,2,0,8,6,1,3,2,2,4,2,3,3,1,5,2,2,2,0,1,5,5,5,2,0,Male,No,No,No,No,0,Work full-time for an employer,Good,Full-Time
2018030346,1,6,5,2,0,4,8,2,3,1,1,5,1,5,4,1,7,1,2,2,1,5,5,5,6,2,0,Male,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018030347,1,3,4,1,3,7,2,1,3,1,1,5,1,2,2,1,5,2,1,2,2,2,7,6,5,2,0,Male,No,Yes,No,Yes,1,Self-employed,Very good,Other
2018030348,1,7,7,8,1,8,6,1,3,0,1,5,2,2,1,1,7,1,1,1,2,1,6,6,6,1,3,Male,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018030349,2,2,5,8,0,9,5,1,3,0,1,5,1,1,1,1,7,1,1,0,2,1,7,6,5,2,0,Female,Yes,Yes,Unknown,Yes,1,Retired,Very good,Other
2018030350,2,2,8,8,1,4,4,3,3,0,2,3,5,4,4,1,4,1,2,2,0,4,6,5,4,2,1,Female,Yes,No,No,Yes,1,Retired,About average,Other
2018030351,1,2,7,2,1,6,8,1,3,2,1,5,5,3,3,1,5,1,2,2,1,3,6,6,5,2,0,Male,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018030352,2,1,1,7,3,1,1,1,0,2,4,0,7,7,7,0,1,0,0,0,0,7,1,1,1,2,0,Female,Unknown,Unknown,Unknown,No,0,Unemployed or temporarily laid off,Unknown,Other
2018030353,1,3,4,1,1,7,8,3,2,1,2,4,6,6,4,1,7,2,2,2,2,4,6,5,7,2,0,Male,No,No,No,No,0,Self-employed,Good,Other
2018030354,1,4,6,8,1,8,7,1,3,0,1,5,2,2,1,1,2,1,1,1,2,1,7,4,5,2,0,Male,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018030355,2,2,5,4,1,6,7,3,2,2,4,5,5,7,6,1,6,1,1,1,1,5,5,6,6,2,0,Female,Yes,Yes,Yes,Yes,1,Homemaker,Very good,Other
2018030356,2,1,1,4,0,0,0,0,3,2,0,3,4,4,4,2,4,2,2,2,0,4,4,4,0,2,0,Female,No,No,No,No,0,Homemaker,About average,Other
2018030357,1,1,2,1,0,4,6,2,2,2,4,1,7,6,4,2,1,2,2,2,0,7,7,5,1,2,0,Male,No,No,No,No,0,Self-employed,Very bad,Other
2018030358,1,2,2,8,0,1,1,3,2,0,4,2,7,7,7,2,4,2,2,2,1,7,1,7,2,2,0,Male,No,No,No,No,0,Retired,Bad,Other
2018030359,2,1,2,8,0,7,5,1,3,0,4,5,4,4,4,2,4,2,0,0,1,2,4,4,6,2,0,Female,No,Unknown,Unknown,No,0,Retired,Very good,Other
2018030360,2,2,3,2,3,4,2,1,2,1,2,2,7,7,7,1,1,1,2,2,0,7,4,1,4,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,Bad,Full-Time
2018030361,2,4,5,2,1,1,1,3,1,2,4,1,7,7,4,1,4,2,1,2,0,7,1,1,7,1,0,Female,No,Yes,No,Yes,1,Work full-time for an employer,Very bad,Full-Time
2018030362,2,4,2,7,0,4,8,2,2,1,3,2,4,5,5,2,4,2,2,0,0,3,4,5,4,2,0,Female,No,No,Unknown,No,0,Unemployed or temporarily laid off,Bad,Other
2018030363,2,6,6,2,3,6,2,3,3,1,1,5,5,6,5,1,6,1,2,2,2,3,7,6,5,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018030364,2,2,5,8,3,8,4,1,3,0,1,5,5,2,3,1,7,2,1,1,2,1,2,5,6,2,0,Female,No,Yes,Yes,Yes,1,Retired,Very good,Other
2018030365,1,4,1,4,0,10,10,3,2,2,0,4,3,7,0,2,7,2,2,2,0,4,4,4,7,0,0,Male,No,No,No,No,0,Homemaker,Good,Other
2018030366,2,5,7,8,0,10,6,1,3,0,1,4,4,4,4,1,7,1,2,2,2,2,7,7,6,2,0,Female,Yes,No,No,Yes,1,Retired,Good,Other
2018030367,2,4,1,5,0,7,7,1,3,2,2,0,4,4,5,1,1,0,2,2,0,1,6,4,4,2,0,Female,Unknown,No,No,No,0,Full-time student,Unknown,Other
2018030368,2,2,1,4,0,1,1,2,2,2,4,2,5,4,5,1,6,1,2,2,0,6,7,6,5,2,0,Female,Yes,No,No,Yes,1,Homemaker,Bad,Other
2018030369,1,2,2,2,1,5,6,1,2,1,3,4,6,4,2,1,7,1,1,2,1,5,6,7,7,1,3,Male,Yes,Yes,No,Yes,1,Work full-time for an employer,Good,Full-Time
2018030370,2,3,5,8,3,8,2,1,3,0,1,5,1,1,1,1,1,2,2,1,2,1,7,7,4,2,0,Female,No,No,Yes,Yes,1,Retired,Very good,Other
2018030371,1,2,3,1,0,10,7,3,2,1,2,3,6,5,3,0,7,0,0,1,1,4,6,7,5,2,0,Male,Unknown,Unknown,Yes,Yes,1,Self-employed,About average,Other
2018030372,2,2,6,2,1,7,5,3,2,2,3,4,4,4,4,1,4,1,2,2,2,6,7,4,6,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,Good,Full-Time
2018030373,2,7,5,3,0,7,6,1,3,1,1,5,4,2,2,1,7,1,1,2,2,5,7,7,6,2,0,Female,Yes,Yes,No,Yes,1,Work part-time for an employer,Very good,Other
2018030374,2,6,7,2,1,1,5,3,2,2,2,3,7,7,7,1,5,1,1,2,1,7,1,1,3,2,0,Female,Yes,Yes,No,Yes,1,Work full-time for an employer,About average,Full-Time
2018030375,1,5,2,1,0,4,4,3,1,2,4,1,2,5,4,1,4,2,2,2,0,7,4,4,6,2,0,Male,No,No,No,No,0,Self-employed,Very bad,Other
2018030376,1,3,7,3,2,7,1,1,3,2,2,3,3,4,5,1,4,2,2,2,1,4,5,4,4,2,0,Male,No,No,No,No,0,Work part-time for an employer,About average,Other
2018030377,1,2,1,7,3,1,7,3,0,2,1,3,4,4,4,2,4,2,2,0,0,4,4,4,5,2,0,Male,No,No,Unknown,No,0,Unemployed or temporarily laid off,About average,Other
2018030378,2,7,8,2,3,6,5,3,3,1,1,4,4,2,2,1,7,1,1,1,2,4,6,5,5,2,0,Female,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Good,Full-Time
2018030379,1,4,4,1,0,10,1,1,3,1,1,4,1,1,1,2,4,2,2,0,0,1,7,7,7,2,0,Male,No,No,Unknown,No,0,Self-employed,Good,Other
2018030380,2,2,3,3,3,8,2,1,2,1,1,5,4,4,5,1,5,1,1,2,2,1,7,6,6,2,0,Female,Yes,Yes,No,Yes,1,Work part-time for an employer,Very good,Other
2018030381,2,2,2,8,0,8,1,1,2,0,2,5,4,2,6,2,3,2,2,2,2,1,6,4,4,2,0,Female,No,No,No,No,0,Retired,Very good,Other
2018030382,2,4,4,8,0,1,7,3,2,0,2,4,7,7,5,1,7,1,2,2,1,4,5,6,5,2,0,Female,Yes,No,No,Yes,1,Retired,Good,Other
2018030383,1,2,4,6,3,2,1,3,2,2,2,4,7,7,6,1,7,2,2,2,1,7,6,6,5,2,0,Male,No,No,No,No,0,"Permanently sick, disabled, or unable to work",Good,Other
2018030384,1,4,4,2,1,10,9,2,3,2,2,5,7,6,7,1,6,1,2,2,2,3,6,7,7,2,0,Male,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018030385,1,4,4,3,2,8,1,2,0,2,2,4,3,4,4,2,3,2,0,0,2,2,4,0,2,0,0,Male,No,Unknown,Unknown,No,0,Work part-time for an employer,Good,Other
2018030386,2,5,2,7,0,0,1,0,2,0,0,3,4,4,4,0,4,0,2,0,0,4,4,4,0,2,0,Female,Unknown,No,Unknown,No,0,Unemployed or temporarily laid off,About average,Other
2018030387,2,3,2,8,0,7,0,3,3,0,2,5,1,1,1,2,2,1,2,2,0,1,1,2,0,2,0,Female,Yes,No,No,Yes,1,Retired,Very good,Other
2018030388,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,0,0,1,1,1,2,0,Male,No,No,No,No,0,"Permanently sick, disabled, or unable to work",Unknown,Other
2018030389,1,6,8,2,1,8,6,1,3,1,1,5,1,1,1,1,7,1,1,1,2,1,7,7,5,2,0,Male,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018030390,2,3,2,2,1,2,1,2,1,2,4,1,7,6,6,1,5,2,2,2,1,7,5,1,3,2,1,Female,No,No,No,No,0,Work full-time for an employer,Very bad,Full-Time
2018030391,2,4,5,2,1,4,2,1,2,2,3,4,0,7,6,1,7,2,2,1,1,7,6,7,6,2,0,Female,No,No,Yes,Yes,1,Work full-time for an employer,Good,Full-Time
2018030392,2,6,1,1,1,6,2,2,2,2,1,5,7,6,5,1,7,2,2,1,2,4,7,7,5,1,2,Female,No,No,Yes,Yes,1,Self-employed,Very good,Other
2018030393,1,2,1,7,0,5,5,0,2,2,3,3,4,4,4,2,5,2,2,2,0,5,4,4,5,2,0,Male,No,No,No,No,0,Unemployed or temporarily laid off,About average,Other
2018030394,2,4,7,2,2,1,3,3,2,2,1,2,7,7,7,1,4,2,2,1,1,7,4,1,6,2,0,Female,No,No,Yes,Yes,1,Work full-time for an employer,Bad,Full-Time
2018030395,1,7,8,8,3,9,3,3,3,0,1,5,1,3,2,2,7,1,1,2,2,2,7,7,6,2,0,Male,Yes,Yes,No,Yes,1,Retired,Very good,Other
2018030396,2,4,8,2,1,6,6,1,2,2,1,4,4,4,4,1,7,1,1,1,2,5,7,7,5,1,2,Female,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Good,Full-Time
2018030397,2,2,7,2,3,5,3,1,3,1,2,3,4,4,4,1,4,1,1,1,1,4,5,3,5,2,0,Female,Yes,Yes,Yes,Yes,1,Work full-time for an employer,About average,Full-Time
2018030398,1,3,1,1,0,3,9,3,2,1,2,0,0,7,6,2,2,2,2,0,0,7,6,7,6,2,0,Male,No,No,Unknown,No,0,Self-employed,Unknown,Other
2018030399,2,4,5,4,1,6,1,3,3,2,3,2,7,7,7,1,1,2,2,2,0,5,7,7,6,2,0,Female,No,No,No,No,0,Homemaker,Bad,Other
2018030400,2,2,6,4,3,9,1,1,3,2,1,5,1,1,1,1,7,1,2,2,2,1,7,7,0,2,0,Female,Yes,No,No,Yes,1,Homemaker,Very good,Other
2018030401,2,2,5,2,1,1,1,3,0,0,4,4,5,4,4,1,4,1,2,2,2,7,7,7,7,2,3,Female,Yes,No,No,Yes,1,Work full-time for an employer,Good,Full-Time
2018030402,2,2,5,4,3,7,5,3,3,2,2,4,6,5,5,1,6,2,2,2,0,3,5,6,4,2,0,Female,No,No,No,No,0,Homemaker,Good,Other
2018030403,2,2,5,8,2,9,2,3,2,0,1,5,5,5,2,1,6,0,2,2,2,1,5,7,6,2,0,Female,Unknown,No,No,No,0,Retired,Very good,Other
2018030404,1,2,5,2,1,5,3,1,3,1,1,5,5,5,3,1,4,1,1,2,2,1,7,7,4,2,0,Male,Yes,Yes,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018030405,1,1,1,7,0,1,2,1,2,2,4,1,3,5,4,2,3,2,2,0,0,7,3,4,3,1,0,Male,No,No,Unknown,No,0,Unemployed or temporarily laid off,Very bad,Other
2018030406,2,2,2,2,1,3,1,0,1,2,4,3,5,5,1,1,1,2,2,2,1,2,3,3,1,2,0,Female,No,No,No,No,0,Work full-time for an employer,About average,Full-Time
2018030407,2,4,1,6,0,1,1,0,1,2,4,2,2,1,1,2,2,2,2,2,0,4,4,4,3,2,0,Female,No,No,No,No,0,"Permanently sick, disabled, or unable to work",Bad,Other
2018030408,2,2,2,8,0,10,1,3,3,0,2,3,1,1,1,0,5,2,2,2,2,1,7,7,7,2,0,Female,No,No,No,No,0,Retired,About average,Other
2018030409,1,4,6,3,3,7,6,2,2,1,4,5,4,2,6,2,4,1,1,1,2,5,4,7,5,1,3,Male,Yes,Yes,Yes,Yes,1,Work part-time for an employer,Very good,Other
2018030410,2,7,7,2,0,10,8,1,3,1,1,5,2,1,1,1,7,1,1,1,2,1,7,7,6,2,0,Female,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018030411,2,5,8,2,1,8,9,1,3,1,1,5,5,4,4,1,7,1,1,1,2,1,7,7,6,2,0,Female,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018030412,1,6,2,8,1,2,5,2,2,0,3,1,7,7,7,2,4,2,2,2,0,7,6,7,5,1,1,Male,No,No,No,No,0,Retired,Very bad,Other
2018030413,1,5,5,2,1,1,3,2,1,2,4,1,3,7,7,1,1,1,2,2,1,7,3,5,4,2,0,Male,Yes,No,No,Yes,1,Work full-time for an employer,Very bad,Full-Time
2018030414,2,1,2,4,2,5,4,1,1,2,2,1,7,7,7,0,1,2,2,2,0,1,4,1,1,1,0,Female,No,No,No,No,0,Homemaker,Very bad,Other
2018030415,1,7,7,2,0,1,10,1,3,2,1,5,6,6,6,1,1,1,1,1,2,1,7,7,7,1,3,Male,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018030416,2,6,8,3,0,7,4,3,3,1,1,4,3,5,6,1,7,1,2,2,2,4,4,3,3,2,0,Female,Yes,No,No,Yes,1,Work part-time for an employer,Good,Other
2018030417,2,2,1,6,0,1,1,2,2,2,1,4,4,4,4,2,0,2,2,2,2,7,2,1,6,2,0,Female,No,No,No,No,0,"Permanently sick, disabled, or unable to work",Good,Other
2018030418,1,6,6,2,1,6,6,2,3,2,1,5,5,5,5,1,5,1,1,1,1,5,6,6,6,1,0,Male,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018030419,2,4,2,2,0,5,5,0,0,2,4,4,4,4,4,2,4,1,0,0,0,4,4,4,4,2,0,Female,Yes,Unknown,Unknown,Yes,1,Work full-time for an employer,Good,Full-Time
2018030420,2,4,5,2,0,0,7,2,2,2,0,2,7,4,4,1,7,2,2,2,2,4,7,7,6,2,1,Female,No,No,No,No,0,Work full-time for an employer,Bad,Full-Time
2018030421,2,3,5,2,1,2,2,3,2,1,3,3,7,7,3,1,7,1,2,2,1,7,7,7,5,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,About average,Full-Time
2018030422,2,7,6,2,0,9,7,1,3,1,1,5,3,4,2,1,7,1,2,1,2,1,6,6,6,2,0,Female,Yes,No,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018030423,2,2,4,3,3,8,10,1,2,2,2,5,4,7,4,1,7,2,2,2,1,7,6,6,5,2,2,Female,No,No,No,No,0,Work part-time for an employer,Very good,Other
2018030424,2,7,8,2,1,8,4,1,3,1,1,5,3,1,1,1,7,1,1,1,2,2,6,2,5,2,0,Female,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018030425,2,2,5,4,3,2,0,3,3,2,4,3,0,7,7,1,4,0,0,2,2,4,5,1,3,2,0,Female,Unknown,Unknown,No,No,0,Homemaker,About average,Other
2018030426,2,2,2,2,1,1,5,2,1,2,4,1,7,7,7,2,4,0,0,2,1,7,1,4,3,2,0,Female,Unknown,Unknown,No,No,0,Work full-time for an employer,Very bad,Full-Time
2018030427,2,1,5,8,0,1,2,3,2,0,4,2,4,4,3,2,6,2,2,2,0,4,3,4,3,2,0,Female,No,No,No,No,0,Retired,Bad,Other
2018030428,2,3,1,3,0,1,1,2,1,2,4,2,4,4,1,2,4,2,2,2,0,1,4,6,0,2,0,Female,No,No,No,No,0,Work part-time for an employer,Bad,Other
2018030429,1,6,6,2,3,6,5,1,3,2,1,5,4,5,4,1,5,1,2,2,2,3,5,5,5,1,3,Male,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018030430,2,3,1,6,3,8,2,3,2,2,4,1,0,6,6,2,4,2,2,2,0,6,4,5,5,2,0,Female,No,No,No,No,0,"Permanently sick, disabled, or unable to work",Very bad,Other
2018030431,2,2,5,2,3,5,4,1,3,2,3,5,7,7,7,1,7,1,2,2,1,1,7,1,5,1,3,Female,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018030432,2,2,2,3,2,4,1,2,2,2,3,0,6,7,7,1,1,1,2,2,0,4,4,5,5,2,0,Female,Yes,No,No,Yes,1,Work part-time for an employer,Unknown,Other
2018030433,1,3,3,3,1,1,1,2,2,2,4,2,7,7,7,1,7,2,2,2,0,7,7,7,7,2,0,Male,No,No,No,No,0,Work part-time for an employer,Bad,Other
2018030434,2,2,4,4,3,4,1,3,3,2,1,5,4,5,5,1,7,1,0,2,1,7,5,7,4,2,0,Female,Yes,Unknown,No,Yes,1,Homemaker,Very good,Other
2018030435,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,Unknown,Unknown,Unknown,No,0,Work full-time for an employer,Unknown,Full-Time
2018030436,1,3,3,1,0,6,5,3,0,1,3,4,5,3,2,2,5,0,2,2,0,2,3,3,4,2,0,Male,Unknown,No,No,No,0,Self-employed,Good,Other
2018030437,2,4,6,3,0,6,3,1,2,2,3,4,6,7,7,1,5,2,2,2,1,2,3,3,4,2,0,Female,No,No,No,No,0,Work part-time for an employer,Good,Other
2018030438,2,7,8,2,3,5,7,1,3,1,1,4,5,5,4,1,7,1,1,2,2,5,6,5,4,2,0,Female,Yes,Yes,No,Yes,1,Work full-time for an employer,Good,Full-Time
2018030439,2,4,1,6,3,2,2,2,2,2,4,3,7,7,2,2,4,2,2,0,0,4,6,4,5,2,0,Female,No,No,Unknown,No,0,"Permanently sick, disabled, or unable to work",About average,Other
2018030440,1,2,7,1,0,7,5,1,3,1,1,5,5,4,3,1,7,2,2,2,1,1,7,6,5,2,0,Male,No,No,No,No,0,Self-employed,Very good,Other
2018030441,2,3,6,2,3,7,5,3,2,1,2,4,7,6,6,1,6,1,2,2,1,2,5,6,5,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,Good,Full-Time
2018030442,2,3,3,8,1,1,1,2,1,0,4,2,7,7,3,2,3,2,2,2,0,6,3,6,5,2,0,Female,No,No,No,No,0,Retired,Bad,Other
2018030443,1,5,6,8,3,8,9,3,3,0,1,5,2,3,2,1,7,1,1,1,2,1,7,7,6,2,0,Male,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018030444,2,4,3,8,3,1,7,3,2,0,4,2,7,7,7,1,7,2,1,2,1,7,1,4,2,2,0,Female,No,Yes,No,Yes,1,Retired,Bad,Other
2018030445,2,4,1,5,0,2,5,3,2,2,0,3,4,4,4,2,4,2,2,2,0,4,4,4,3,2,0,Female,No,No,No,No,0,Full-time student,About average,Other
2018030446,1,2,5,2,1,8,7,3,2,1,1,4,5,1,4,1,4,1,2,2,1,4,7,4,5,2,1,Male,Yes,No,No,Yes,1,Work full-time for an employer,Good,Full-Time
2018030447,2,3,5,4,3,3,1,3,2,2,3,5,7,5,6,1,7,2,2,2,2,4,6,6,5,2,0,Female,No,No,No,No,0,Homemaker,Very good,Other
2018030448,1,7,6,2,1,10,10,1,1,1,1,1,6,7,7,1,7,1,1,1,1,7,7,6,7,1,2,Male,Yes,Yes,Yes,Yes,1,Work full-time for an employer,Very bad,Full-Time
2018030449,1,2,3,2,2,8,4,1,2,1,2,3,7,6,4,1,4,2,2,2,1,6,6,7,5,2,0,Male,No,No,No,No,0,Work full-time for an employer,About average,Full-Time
2018030450,1,2,5,4,1,2,1,3,3,2,4,2,4,6,5,2,4,2,2,0,1,5,7,7,1,2,0,Male,No,No,Unknown,No,0,Homemaker,Bad,Other
2018030451,2,3,5,1,1,7,6,3,2,2,4,2,7,7,7,1,6,1,2,1,1,6,5,5,5,2,0,Female,Yes,No,Yes,Yes,1,Self-employed,Bad,Other
2018030452,2,6,4,3,0,4,3,3,2,2,2,4,7,7,7,1,1,2,2,2,2,5,6,6,4,1,0,Female,No,No,No,No,0,Work part-time for an employer,Good,Other
2018030453,1,2,1,6,0,1,5,2,1,2,4,1,7,7,7,1,1,1,2,2,0,7,4,1,3,2,0,Male,Yes,No,No,Yes,1,"Permanently sick, disabled, or unable to work",Very bad,Other
2018030454,2,2,6,8,3,8,6,1,3,0,1,5,3,3,3,2,7,1,1,1,2,1,7,7,7,2,0,Female,Yes,Yes,Yes,Yes,1,Retired,Very good,Other
2018030455,1,2,6,2,3,6,7,2,2,2,2,4,6,6,6,1,7,1,2,2,1,4,5,5,5,2,0,Male,Yes,No,No,Yes,1,Work full-time for an employer,Good,Full-Time
2018030456,2,2,5,4,1,8,8,3,2,2,4,3,6,6,6,1,4,1,0,2,0,1,4,4,5,2,0,Female,Yes,Unknown,No,Yes,1,Homemaker,About average,Other
2018030457,2,6,6,2,1,10,9,3,3,1,2,5,5,7,6,1,7,1,2,2,2,2,6,6,7,2,0,Female,Yes,No,No,Yes,1,Work full-time for an employer,Very good,Full-Time
2018030458,1,5,4,1,0,9,9,3,3,1,1,5,4,4,4,1,7,1,1,1,2,2,7,7,7,1,3,Male,Yes,Yes,Yes,Yes,1,Self-employed,Very good,Other
2018030459,1,5,5,2,0,2,7,3,2,2,3,4,6,7,6,0,1,2,2,1,0,1,7,4,4,2,0,Male,No,No,Yes,Yes,1,Work full-time for an employer,Good,Full-Time
2018030460,1,2,1,7,0,5,4,3,1,2,3,4,4,4,4,2,1,2,2,0,0,4,4,7,4,2,0,Male,No,No,Unknown,No,0,Unemployed or temporarily laid off,Good,Other
2018030461,2,2,7,5,0,6,4,2,2,2,3,5,4,4,4,1,4,0,0,0,0,4,4,3,5,2,0,Female,Unknown,Unknown,Unknown,No,0,Full-time student,Very good,Other
2018030462,2,7,7,2,0,5,3,1,3,1,1,5,6,6,4,1,7,1,2,1,2,5,7,7,5,2,0,Female,Yes,No,Yes,Yes,1,Work full-time for an employer,Very good,Full-Time
2018030463,1,4,1,5,0,1,10,1,2,2,2,4,7,4,7,2,4,2,2,2,0,1,4,7,4,2,0,Male,No,No,No,No,0,Full-time student,Good,Other
2018030464,2,1,6,1,2,1,4,2,1,1,4,1,7,7,7,1,1,0,0,2,1,7,3,1,4,2,0,Female,Unknown,Unknown,No,No,0,Self-employed,Very bad,Other
2018030465,1,2,8,2,0,5,2,2,2,2,1,2,1,5,5,1,6,1,2,2,2,7,6,7,5,2,0,Male,Yes,No,No,Yes,1,Work full-time for an employer,Bad,Full-Time
2018030466,1,4,1,5,0,7,5,3,3,1,1,4,4,2,2,1,7,2,2,2,2,2,6,6,5,2,0,Male,No,No,No,No,0,Full-time student,Good,Other
2018030467,1,3,2,1,0,1,2,3,2,2,4,2,7,7,7,2,1,0,2,0,0,1,1,5,1,2,0,Male,Unknown,No,Unknown,No,0,Self-employed,Bad,Other
2018030468,1,2,4,8,3,5,2,2,2,0,3,5,7,7,7,2,6,2,2,2,1,6,7,5,5,2,0,Male,No,No,No,No,0,Retired,Very good,Other
2018030469,1,2,6,5,2,4,1,0,3,2,4,2,4,1,7,0,7,2,0,1,1,4,1,7,5,1,3,Male,No,Unknown,Yes,Yes,1,Full-time student,Bad,Other
